parentID;ID;code;name;comments;hasGrain;length;width;thickness;quantity;units;coverSide;type;materialType;materialCode;colorCode
324;325;X1_parem_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
324;327;X1_parem_kylg WP 2;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
324;329;X1_parem_kylg WP 3;WP of ;;False;841;18;1;0,841;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
323;331;X1_vasak_kylg;;;False;909;663;18;1;;;Part;;;
331;332;X1_vasak_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
331;334;X1_vasak_kylg WP 2;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
331;336;X1_vasak_kylg WP 3;WP of ;;False;841;18;1;0,841;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
323;338;X1_p6hi;;;False;1174;662;18;1;;;Part;;;
338;339;X1_p6hi WP 1;WP of ;;False;1174;662;18;0,777;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
338;341;X1_p6hi WP 2;WP of ;;False;1174;18;1;1,174;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
323;343;X1_sise_sokkel;;;False;1228;68;18;1;;;Part;;;
343;344;X1_sise_sokkel WP 1;WP of ;;False;1228;68;18;0,084;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
343;346;X1_sise_sokkel WP 2;WP of ;;False;1228;18;1;1,228;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
343;348;X1_sise_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
343;350;X1_sise_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
323;352;X1_v2lis_sokkel;;;False;1210;68;18;1;;;Part;;;
352;353;X1_v2lis_sokkel WP 1;WP of ;;False;1210;68;18;0,082;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
352;355;X1_v2lis_sokkel WP 2;WP of ;;False;1210;18;1;1,21;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
352;357;X1_v2lis_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
352;359;X1_v2lis_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
323;361;X1_sideliist;;;False;1174;112;18;1;;;Part;;;
361;362;X1_sideliist WP 1;WP of ;;False;1174;112;18;0,131;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
361;364;X1_sideliist WP 2;WP of ;;False;1174;18;1;1,174;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
323;366;X1_esipaneel;;;True;1210;862;15;1;;;Part;;;
366;367;X1_esipaneel WP 1;WP of ;;True;1210;862;15;1,043;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
366;369;X1_esipaneel WP 2;WP of ;;False;;;0;0;m²;Top;Cover Workpiece;Paint;värv;RAL_9011
323;371;X1_t66pind;;;True;1210;680;21;1;;;Part;;;
371;372;X1_t66pind WP 1;WP of ;;True;1210;680;21;0,823;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
371;374;X1_t66pind WP 2;WP of ;;False;;;0;0;m²;Left, Back, Right, Bottom;Cover Workpiece;Paint;värv;RAL_9011
323;16;Sokli korrigeerija MF 300-00-Z2-00-Z2;;;;;;;4;;;Purchased;;;
323;607;puit_tyybel_8x35;;;;;;;8;;;Purchased;;;
323;13;Kruvitõmmits 5x50;;;;;;;17;;;Purchased;;;
323;13;Kruvitõmmits 5x50;;;;;;;18;;;Purchased;;;
323;402;X1_sokliplekk;;;;;;;1;;;Purchased;;;
1;400;moodul_X2;;;;;;;1;;;Assembly;;;
400;401;X2_parem_kylg;;;False;909;663;18;1;;;Part;;;
401;402;X2_parem_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
401;404;X2_parem_kylg WP 2;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
401;406;X2_parem_kylg WP 3;WP of ;;False;841;18;1;0,841;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
400;408;X2_vasak_kylg;;;False;909;663;18;1;;;Part;;;
408;409;X2_vasak_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
408;411;X2_vasak_kylg WP 2;WP of ;;False;841;18;1;0,841;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
408;413;X2_vasak_kylg WP 3;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
400;415;X2_p6hi;;;False;1304;662;18;1;;;Part;;;
415;416;X2_p6hi WP 1;WP of ;;False;1304;662;18;0,863;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
415;418;X2_p6hi WP 2;WP of ;;False;1304;18;1;1,304;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
400;420;X2_sise_sokkel;;;False;1340;68;18;1;;;Part;;;
420;421;X2_sise_sokkel WP 1;WP of ;;False;1340;68;18;0,091;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
420;423;X2_sise_sokkel WP 2;WP of ;;False;1340;18;1;1,34;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
420;425;X2_sise_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
420;427;X2_sise_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
400;429;X2_v2lis_sokkel;;;False;1340;68;18;1;;;Part;;;
429;430;X2_v2lis_sokkel WP 1;WP of ;;False;1340;68;18;0,091;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
429;432;X2_v2lis_sokkel WP 2;WP of ;;False;1340;18;1;1,34;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
429;434;X2_v2lis_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
429;436;X2_v2lis_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
400;438;X2_sideliist;;;False;1304;112;18;1;;;Part;;;
438;439;X2_sideliist WP 1;WP of ;;False;1304;112;18;0,146;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
438;441;X2_sideliist WP 2;WP of ;;False;1304;18;1;1,304;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
400;443;X2_esipaneel;;;True;1340;862;15;1;;;Part;;;
443;444;X2_esipaneel WP 1;WP of ;;True;1340;862;15;1,155;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
443;446;X2_esipaneel WP 2;WP of ;;False;;;0;0;m²;Top;Cover Workpiece;Paint;värv;RAL_9011
400;448;X2_t66pind;;;True;1340;680;21;1;;;Part;;;
448;449;X2_t66pind WP 1;WP of ;;True;1340;680;21;0,911;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
448;451;X2_t66pind WP 2;WP of ;;False;;;0;0;m²;Back, Right, Bottom;Cover Workpiece;Paint;värv;RAL_9011
400;16;Sokli korrigeerija MF 300-00-Z2-00-Z2;;;;;;;4;;;Purchased;;;
400;607;puit_tyybel_8x35;;;;;;;10;;;Purchased;;;
400;13;Kruvitõmmits 5x50;;;;;;;18;;;Purchased;;;
400;13;Kruvitõmmits 5x50;;;;;;;18;;;Purchased;;;
400;470;X2_sokliplekk;;;;;;;1;;;Purchased;;;
1;467;moodul_C1;;;;;;;1;;;Assembly;;;
467;468;C1_vasak_kylg;;;False;909;662;18;1;;;Part;;;
468;469;C1_vasak_kylg WP 1;WP of ;;False;909;662;18;0,602;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
468;471;C1_vasak_kylg WP 2;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
467;473;C1_yhendus_paneel;;;False;405;200;18;1;;;Part;;;
473;474;C1_yhendus_paneel WP 1;WP of ;;False;405;200;18;0,081;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
473;476;C1_yhendus_paneel WP 2;WP of ;;False;405;18;1;0,405;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
467;478;C1_parem_kylg;;;False;909;662;18;1;;;Part;;;
478;479;C1_parem_kylg WP 1;WP of ;;False;909;662;18;0,602;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
478;481;C1_parem_kylg WP 2;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
467;483;C1_p6hi;;;False;762;660;18;1;;;Part;;;
483;484;C1_p6hi WP 1;WP of ;;False;762;660;18;0,503;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
467;486;C1_sise_sokkel;;;False;800;68;18;1;;;Part;;;
486;487;C1_sise_sokkel WP 1;WP of ;;False;800;68;18;0,054;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
486;489;C1_sise_sokkel WP 2;WP of ;;False;800;18;1;0,8;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
486;491;C1_sise_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
486;493;C1_sise_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
467;495;C1_v2lis_sokkel;;;False;1002;68;18;1;;;Part;;;
495;496;C1_v2lis_sokkel WP 1;WP of ;;False;1002;68;18;0,068;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
495;498;C1_v2lis_sokkel WP 2;WP of ;;False;1002;18;1;1,002;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
495;500;C1_v2lis_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
495;502;C1_v2lis_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
467;504;C1_lisatykk;;;False;202;65;18;1;;;Part;;;
504;505;C1_lisatykk WP 1;WP of ;;False;202;65;18;0,013;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
467;507;C1_yhendus_latt;;;False;823;120;18;1;;;Part;;;
507;508;C1_yhendus_latt WP 1;WP of ;;False;823;120;18;0,099;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
467;510;C1_t66pind;;;True;1002;680;21;1;;;Part;;;
510;511;C1_t66pind WP 1;WP of ;;True;1002;680;21;0,682;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
510;513;C1_t66pind WP 2;WP of ;;False;;;0;0;m²;Back, Right, Bottom;Cover Workpiece;Paint;värv;RAL_9011
467;529;C1_esipaneel;;;True;1002;862;15;1;;;Part;;;
529;530;C1_esipaneel WP 1;WP of ;;True;1002;862;15;0,864;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
529;532;C1_esipaneel WP 2;WP of ;;False;;;0;0;m²;Top;Cover Workpiece;Paint;värv;RAL_9011
467;607;puit_tyybel_8x35;;;;;;;12;;;Purchased;;;
467;13;Kruvitõmmits 5x50;;;;;;;20;;;Purchased;;;
467;13;Kruvitõmmits 5x50;;;;;;;16;;;Purchased;;;
467;534;C1_vasak_kyljeplekk;;;;;;;1;;;Purchased;;;
467;535;C1_parem_kyljeplekk;;;;;;;1;;;Purchased;;;
467;555;C1_tagaplekk;;;;;;;1;;;Purchased;;;
467;556;C1_sokliplekk;;;;;;;1;;;Purchased;;;
467;16;Sokli korrigeerija MF 300-00-Z2-00-Z2;;;;;;;4;;;Purchased;;;
1;536;moodul_C2;;;;;;;1;;;Assembly;;;
536;537;C2_parem_kylg;;;False;909;663;18;1;;;Part;;;
537;538;C2_parem_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
537;540;C2_parem_kylg WP 2;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
537;542;C2_parem_kylg WP 3;WP of ;;False;841;18;1;0,841;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
536;544;C2_vasak_kylg;;;False;909;663;18;1;;;Part;;;
544;545;C2_vasak_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
544;547;C2_vasak_kylg WP 2;WP of ;;False;841;18;1;0,841;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
544;549;C2_vasak_kylg WP 3;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
536;551;C2_p6hi;;;False;764;662;18;1;;;Part;;;
551;552;C2_p6hi WP 1;WP of ;;False;764;662;18;0,506;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
551;554;C2_p6hi WP 2;WP of ;;False;764;18;1;0,764;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
536;556;C2_sise_sokkel;;;False;818;68;18;1;;;Part;;;
556;557;C2_sise_sokkel WP 1;WP of ;;False;818;68;18;0,056;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
556;559;C2_sise_sokkel WP 2;WP of ;;False;818;18;1;0,818;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
556;561;C2_sise_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
556;563;C2_sise_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
536;565;C2_v2lis_sokkel;;;False;800;68;18;1;;;Part;;;
565;566;C2_v2lis_sokkel WP 1;WP of ;;False;800;68;18;0,054;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
565;568;C2_v2lis_sokkel WP 2;WP of ;;False;800;18;1;0,8;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
565;570;C2_v2lis_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
565;572;C2_v2lis_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
536;574;C2_sideliist;;;False;764;112;18;1;;;Part;;;
574;575;C2_sideliist WP 1;WP of ;;False;764;112;18;0,086;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
574;577;C2_sideliist WP 2;WP of ;;False;764;18;1;0,764;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
536;579;C2_t66pind;;;True;800;680;21;1;;;Part;;;
579;580;C2_t66pind WP 1;WP of ;;True;800;680;21;0,544;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
579;582;C2_t66pind WP 2;WP of ;;False;;;0;0;m²;Left, Back, Bottom;Cover Workpiece;Paint;värv;RAL_9011
536;598;C2_esipaneel;;;True;862;800;15;1;;;Part;;;
598;599;C2_esipaneel WP 1;WP of ;;True;862;800;15;0,69;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
598;601;C2_esipaneel WP 2;WP of ;;False;;;0;0;m²;Top;Cover Workpiece;Paint;värv;RAL_9011
536;603;C2_riiul;;;False;763;661;18;1;;;Part;;;
603;604;C2_riiul WP 1;WP of ;;False;763;661;18;0,504;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
603;606;C2_riiul WP 2;WP of ;;False;763;18;1;0,763;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
536;607;puit_tyybel_8x35;;;;;;;10;;;Purchased;;;
536;13;Kruvitõmmits 5x50;;;;;;;19;;;Purchased;;;
536;13;Kruvitõmmits 5x50;;;;;;;8;;;Purchased;;;
536;16;Sokli korrigeerija MF 300-00-Z2-00-Z2;;;;;;;4;;;Purchased;;;
536;610;C2_sokliplekk;;;;;;;1;;;Purchased;;;
1;608;moodul_B2;;;;;;;1;;;Assembly;;;
608;609;B2_parem_kylg;;;False;909;663;18;1;;;Part;;;
609;610;B2_parem_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
609;612;B2_parem_kylg WP 2;WP of ;;False;841;18;1;0,841;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
609;614;B2_parem_kylg WP 3;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
608;616;B2_vasak_kylg;;;False;909;663;18;1;;;Part;;;
616;617;B2_vasak_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
616;619;B2_vasak_kylg WP 2;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
616;621;B2_vasak_kylg WP 3;WP of ;;False;841;18;1;0,841;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
608;623;B2_p6hi;;;False;717;662;18;1;;;Part;;;
623;624;B2_p6hi WP 1;WP of ;;False;717;662;18;0,474;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
623;626;B2_p6hi WP 2;WP of ;;False;717;18;1;0,717;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
608;628;B2_lisatykk;;;False;202;65;18;1;;;Part;;;
628;629;B2_lisatykk WP 1;WP of ;;False;202;65;18;0,013;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
608;631;B2_sise_sokkel;;;False;752;68;18;1;;;Part;;;
631;632;B2_sise_sokkel WP 1;WP of ;;False;752;68;18;0,051;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
631;634;B2_sise_sokkel WP 2;WP of ;;False;752;18;1;0,752;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
631;636;B2_sise_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
631;638;B2_sise_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
608;640;B2_t66pind;;;True;955;680;21;1;;;Part;;;
640;641;B2_t66pind WP 1;WP of ;;True;955;680;21;0,649;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
640;643;B2_t66pind WP 2;WP of ;;False;;;0;0;m²;Left, Back, Bottom;Cover Workpiece;Paint;värv;RAL_9011
608;659;B2_esipaneel;;;True;955;862;15;1;;;Part;;;
659;660;B2_esipaneel WP 1;WP of ;;True;955;862;15;0,823;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
659;662;B2_esipaneel WP 2;WP of ;;False;;;0;0;m²;Top;Cover Workpiece;Paint;värv;RAL_9011
608;664;B2_v2lis_sokkel;;;False;955;68;18;1;;;Part;;;
664;665;B2_v2lis_sokkel WP 1;WP of ;;False;955;68;18;0,065;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
664;667;B2_v2lis_sokkel WP 2;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
664;669;B2_v2lis_sokkel WP 3;WP of ;;False;955;18;1;0,955;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
664;671;B2_v2lis_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
608;673;B2_sideliist;;;False;717;112;18;1;;;Part;;;
673;674;B2_sideliist WP 1;WP of ;;False;717;112;18;0,08;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
673;676;B2_sideliist WP 2;WP of ;;False;717;18;1;0,717;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
608;678;B2_riiul;;;False;716;661;18;1;;;Part;;;
678;679;B2_riiul WP 1;WP of ;;False;716;661;18;0,473;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
678;681;B2_riiul WP 2;WP of ;;False;715;18;1;0,715;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
608;16;Sokli korrigeerija MF 300-00-Z2-00-Z2;;;;;;;4;;;Purchased;;;
608;607;puit_tyybel_8x35;;;;;;;12;;;Purchased;;;
608;13;Kruvitõmmits 5x50;;;;;;;14;;;Purchased;;;
608;13;Kruvitõmmits 5x50;;;;;;;16;;;Purchased;;;
608;686;B2_sokliplekk;;;;;;;1;;;Purchased;;;
1;683;moodul_B1;;;;;;;1;;;Assembly;;;
683;684;kandikuava;;;;;;;1;;;Assembly;;;
684;685;kandikuava_lagi;;;False;464;330;20;1;;;Part;;;
685;686;kandikuava_lagi WP 1;WP of ;;False;464;330;20;0,153;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
684;688;kandikuava_p6hi;;;False;464;315;20;1;;;Part;;;
688;689;kandikuava_p6hi WP 1;WP of ;;False;464;315;20;0,146;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
684;691;kandikuava_vasak_kylg;;;False;508;330;20;1;;;Part;;;
691;692;kandikuava_vasak_kylg WP 1;WP of ;;False;508;330;20;0,168;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
691;694;kandikuava_vasak_kylg WP 2;WP of ;;False;315;20;1;0,315;m;Right;Cover Workpiece;Edge Band;ABS;EG_U999
691;696;kandikuava_vasak_kylg WP 3;WP of ;;False;315;20;1;0,315;m;Left;Cover Workpiece;Edge Band;ABS;EG_U999
684;698;kandikuava_parem_kylg;;;False;508;330;20;1;;;Part;;;
698;699;kandikuava_parem_kylg WP 1;WP of ;;False;508;330;20;0,168;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
698;701;kandikuava_parem_kylg WP 2;WP of ;;False;315;20;1;0,315;m;Left;Cover Workpiece;Edge Band;ABS;EG_U999
698;703;kandikuava_parem_kylg WP 3;WP of ;;False;315;20;1;0,315;m;Right;Cover Workpiece;Edge Band;ABS;EG_U999
684;705;kandikuava_tagasein;;;False;508;504;20;1;;;Part;;;
705;706;kandikuava_tagasein WP 1;WP of ;;False;508;504;20;0,256;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
705;708;kandikuava_tagasein WP 2;WP of ;;False;504;20;1;0,504;m;Right;Cover Workpiece;Edge Band;ABS;EG_U999
705;710;kandikuava_tagasein WP 3;WP of ;;False;508;20;1;0,508;m;Back;Cover Workpiece;Edge Band;ABS;EG_U999
705;712;kandikuava_tagasein WP 4;WP of ;;False;504;20;1;0,504;m;Left;Cover Workpiece;Edge Band;ABS;EG_U999
705;714;kandikuava_tagasein WP 5;WP of ;;False;508;20;1;0,508;m;Front;Cover Workpiece;Edge Band;ABS;EG_U999
684;607;puit_tyybel_8x35;;;;;;;12;;;Purchased;;;
684;13;Kruvitõmmits 5x50;;;;;;;22;;;Purchased;;;
683;716;B1_kaarpaneel;;;True;1051;862;15;1;;;SheetMetal Part;;;
716;717;B1_kaarpaneel WP 1;WP of ;;True;862;1051;15;0,906;m²;;Fill Workpiece;Board;VIN_PAINDE;
716;719;B1_kaarpaneel WP 2;WP of ;;False;;;0;0;m²;Top;Cover Workpiece;Paint;värv;RAL_9011
683;721;B1_vasak_kylg;;;False;909;663;18;1;;;Part;;;
721;722;B1_vasak_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
721;724;B1_vasak_kylg WP 2;WP of ;;False;841;18;1;0,841;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
721;726;B1_vasak_kylg WP 3;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
683;728;B1_parem_kylg;;;False;909;663;18;1;;;Part;;;
728;729;B1_parem_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
728;731;B1_parem_kylg WP 2;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
728;733;B1_parem_kylg WP 3;WP of ;;False;841;18;1;0,841;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
683;735;B1_p6hi;;;False;1125;662;18;1;;;Part;;;
735;736;B1_p6hi WP 1;WP of ;;False;1125;662;18;0,745;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
735;738;B1_p6hi WP 2;WP of ;;False;1125;18;1;1,125;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
683;740;B1_tugiliist;;;False;823;112;18;2;;;Part;;;
740;741;B1_tugiliist WP 1;WP of ;;False;823;112;18;0,092;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
740;743;B1_tugiliist WP 2;WP of ;;False;823;18;1;0,823;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
683;745;B1_sise_sokkel;;;False;548;68;18;1;;;Part;;;
745;746;B1_sise_sokkel WP 1;WP of ;;False;548;68;18;0,037;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
745;748;B1_sise_sokkel WP 2;WP of ;;False;548;18;1;0,548;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
745;750;B1_sise_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
683;752;B1_sokli_ots;;;False;68;67;18;1;;;Part;;;
752;753;B1_sokli_ots WP 1;WP of ;;False;68;67;18;0,005;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
752;755;B1_sokli_ots WP 2;WP of ;;False;67;18;1;0,067;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
752;757;B1_sokli_ots WP 3;WP of ;;False;68;18;1;0,068;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
683;759;B1_t66pind;;;True;1143;680;21;1;;;Part;;;
759;760;B1_t66pind WP 1;WP of ;;True;1143;680;21;0,777;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
759;762;B1_t66pind WP 2;WP of ;;False;;;0;0;m²;Back, Bottom;Cover Workpiece;Paint;värv;RAL_9011
683;770;B1_esipaneel;;;True;862;540;15;1;;;Part;;;
770;771;B1_esipaneel WP 1;WP of ;;True;862;540;15;0,465;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
770;773;B1_esipaneel WP 2;WP of ;;False;;;0;0;m²;Top;Cover Workpiece;Paint;värv;RAL_9011
683;775;B1_v2lis_sokkel;;;True;1491;68;18;1;;;SheetMetal Part;;;
775;776;B1_v2lis_sokkel WP 1;WP of ;;True;1491;68;18;0,101;m²;;Fill Workpiece;Board;VIN_PAINDE;
683;778;B1_sideliist;;;False;1125;112;18;1;;;Part;;;
778;779;B1_sideliist WP 1;WP of ;;False;1125;112;18;0,126;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
778;781;B1_sideliist WP 2;WP of ;;False;1125;18;1;1,125;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
683;16;Sokli korrigeerija MF 300-00-Z2-00-Z2;;;;;;;5;;;Purchased;;;
683;688;B1_sokliplekk;;;;;;;1;;;Purchased;;;
683;607;puit_tyybel_8x35;;;;;;;16;;;Purchased;;;
683;13;Kruvitõmmits 5x50;;;;;;;31;;;Purchased;;;
1;783;moodul_Z1;;;;;;;1;;;Assembly;;;
783;684;kandikuava;;;;;;;1;;;Assembly;;;
684;685;kandikuava_lagi;;;False;464;330;20;1;;;Part;;;
685;686;kandikuava_lagi WP 1;WP of ;;False;464;330;20;0,153;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
684;688;kandikuava_p6hi;;;False;464;315;20;1;;;Part;;;
